client_id,loss,accuracy,precision,recall,f1_score,specificity,kappa,auc_roc
3,1.0356879234313965,0.5377294421195984,0.5377294357579878,1.0,0.6993810786914235,0.0,0.0,0.5
1,1.0263855457305908,0.5424880981445312,0.5424881033310673,1.0,0.7033935654473337,0.0,0.0,0.5
0,1.0713505744934082,0.5193745493888855,0.5193745751189667,1.0,0.6836689038031319,0.0,0.0,0.5
2,1.0637017488479614,0.523453414440155,0.5234534330387491,1.0,0.6871932173136992,0.0,0.0,0.5
4,1.0490155220031738,0.5309313535690308,0.530931339225017,1.0,0.6936056838365897,0.0,0.0,0.5
